sampleId	country	city	locality	collectionDate	nFlies	SRA_accession	SRA_experiment	type	PCA.set	FST.set	GLM.set	IND.set
OW1_F5_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_F6_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_F7_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_F8_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_F9_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_G1_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_G10_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_G11_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_G12_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_G2_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_G3_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_G4_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_G5_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_G6_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_G7_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_G8_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_G9_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_H1_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_H10_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_H2_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_H3_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_H4_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_H5_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_H6_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_H7_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_H8_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW1_H9_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_A1_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_A10_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_A11_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_A12_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_A2_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_A3_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_A4_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_A5_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_A6_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_A7_CMspring	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_A8_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_A9_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_B1_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_B10_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_B11_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_B12_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_B2_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_B3_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_B4_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_B5_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_B6_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_B7_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_B8_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_B9_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_C1_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_C10_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_C11_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_C12_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_C2_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_C3_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_C4_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_C5_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_C6_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_C7_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_C8_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_C9_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_D1_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_D10_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_D11_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_D12_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_D2_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_D3_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_D4_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_D5_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_D6_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_D7_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_D8_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_D9_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_E1_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
OW2_E2_CMfall	USA	Charlottesville	VA_ch		1	NA	NA	Individual	FALSE	FALSE	FALSE	TRUE
