Estimate	Std. Error	t value	Pr(>|t|)	Dim	terms	run_type	test_type	p.val.fdr	p.val.bonfe
-49.7456953873205	34.1788024161506	-1.45545460550759	0.156284181446372	Dim.19	In_3R_Payne	3R	inv	0.975679543839129	1
-5.03455438333455	6.73138165005798	-0.747922884938664	0.460529237409271	Dim.20	In_2L_t	3R	inv	0.975793833869054	1
31.106721988808	35.08531999581	0.88660220264552	0.382586797150868	Dim.20	In_2R_Ns	3R	inv	0.975679543839129	1
227.858448460202	165.359748033994	1.37795594858647	0.17875744140666	Dim.20	In_3L_P	3R	inv	0.975679543839129	1
-66.1930982093549	121.353835084327	-0.545455346865293	0.589611602037417	Dim.20	In_3R_C	3R	inv	0.975793833869054	1
-65.5236584380939	46.35735557777	-1.41344685479676	0.168169263512035	Dim.20	In_3R_Mo	3R	inv	0.975679543839129	1
-5.2223157865038	35.0507538126086	-0.148992966440146	0.882590468039473	Dim.20	In_3R_Payne	3R	inv	0.996583349887132	1
-6.97339270117804	6.63531836403207	-1.05095073342352	0.301960406491815	Dim.21	In_2L_t	3R	inv	0.975679543839129	1
22.4749842932574	35.1248337071849	0.639860233378418	0.527286630467879	Dim.21	In_2R_Ns	3R	inv	0.975793833869054	1
-93.2241841841653	168.910989040216	-0.551913079864624	0.585236404202363	Dim.21	In_3L_P	3R	inv	0.975793833869054	1
178.682127291414	116.712793266097	1.53095579577151	0.136617155888632	Dim.21	In_3R_C	3R	inv	0.975679543839129	1
1.03287697184132	47.6768241745526	0.0216641311522721	0.982864253887122	Dim.21	In_3R_Mo	3R	inv	0.998780819836491	1
10.1049298232713	34.830500473047	0.290117273252816	0.773790948544672	Dim.21	In_3R_Payne	3R	inv	0.996583349887132	1
-4.24507497440281	6.69598084572051	-0.6339735838874	0.531067311199326	Dim.22	In_2L_t	3R	inv	0.975793833869054	1
7.89413877549821	35.2458371332986	0.223973649587123	0.824348242085366	Dim.22	In_2R_Ns	3R	inv	0.996583349887132	1
168.120519223473	166.434162175902	1.01013227708497	0.320786311981033	Dim.22	In_3L_P	3R	inv	0.975679543839129	1
2.66339562862161	121.008659255208	0.0220099589980954	0.982590758677547	Dim.22	In_3R_C	3R	inv	0.998780819836491	1
-29.2344124896868	47.2374300211024	-0.618882366729665	0.540825299907012	Dim.22	In_3R_Mo	3R	inv	0.975793833869054	1
38.2928846521706	34.0522128790152	1.12453439628791	0.270008464156674	Dim.22	In_3R_Payne	3R	inv	0.975679543839129	1
-2.29495743667691	6.61037019485427	-0.347175327406532	0.730966547026654	Dim.23	In_2L_t	3R	inv	0.996583349887132	1
5.23642961496137	34.6445949937299	0.15114708703938	0.880906205585019	Dim.23	In_2R_Ns	3R	inv	0.996583349887132	1
-75.2732384368665	165.781700046029	-0.454050347028455	0.653172656626522	Dim.23	In_3L_P	3R	inv	0.975793833869054	1
145.200588933342	115.791630049169	1.25398173315018	0.21986309301488	Dim.23	In_3R_C	3R	inv	0.975679543839129	1
-28.3092089447616	46.4185410690371	-0.609868563138554	0.546698313737733	Dim.23	In_3R_Mo	3R	inv	0.975793833869054	1
10.2488637008918	34.1242112322671	0.300339944303261	0.76606041100929	Dim.23	In_3R_Payne	3R	inv	0.996583349887132	1
-1.07799680323789	6.56418428640339	-0.164224030923504	0.870694061465842	Dim.24	In_2L_t	3R	inv	0.996583349887132	1
-50.9568853055636	33.0321552050633	-1.54264488614877	0.133759924071664	Dim.24	In_2R_Ns	3R	inv	0.975679543839129	1
-170.913891718976	161.85962717079	-1.05593899298083	0.299713890156299	Dim.24	In_3L_P	3R	inv	0.975679543839129	1
-67.2272093221966	117.206049175203	-0.573581396141962	0.570672978600161	Dim.24	In_3R_C	3R	inv	0.975793833869054	1
0.562626052415643	46.3141700174532	0.0121480327123129	0.990390699226143	Dim.24	In_3R_Mo	3R	inv	0.998780819836491	1
26.8131328267506	33.5160628799679	0.800008429473869	0.430210862449799	Dim.24	In_3R_Payne	3R	inv	0.975793833869054	1
2.22997362294564	6.51691421719472	0.342182442276424	0.734681173332595	Dim.25	In_2L_t	3R	inv	0.996583349887132	1
-42.0884581968723	33.2602929014854	-1.26542656498953	0.215791582725185	Dim.25	In_2R_Ns	3R	inv	0.975679543839129	1
-75.168690482232	163.413062827427	-0.459991931989026	0.648952314141752	Dim.25	In_3L_P	3R	inv	0.975793833869054	1
-38.8060418658223	116.979979270287	-0.331732336660442	0.742476969057175	Dim.25	In_3R_C	3R	inv	0.996583349887132	1
-14.89913422927	45.9689078053444	-0.324113296151399	0.748178416427817	Dim.25	In_3R_Mo	3R	inv	0.996583349887132	1
-19.1974637395431	33.5029330814539	-0.573008449524982	0.57105571178979	Dim.25	In_3R_Payne	3R	inv	0.975793833869054	1
8.80403825546638	6.12115273186806	1.43829743205567	0.161054911023818	Dim.26	In_2L_t	3R	inv	0.975679543839129	1
-10.9456934534584	33.0870384954155	-0.330815145482875	0.743162538256952	Dim.26	In_2R_Ns	3R	inv	0.996583349887132	1
94.8782153201395	158.148746522481	0.599930239135043	0.553212024112632	Dim.26	In_3L_P	3R	inv	0.975793833869054	1
3.88841445361907	113.711400164143	0.034195467191558	0.972955567250118	Dim.26	In_3R_C	3R	inv	0.998780819836491	1
0.749751393831512	44.6813227794852	0.0167799730892423	0.986727062126664	Dim.26	In_3R_Mo	3R	inv	0.998780819836491	1
1.14820542984387	32.6886584406869	0.0351254987085893	0.972220334786139	Dim.26	In_3R_Payne	3R	inv	0.998780819836491	1
5.29573928592974	6.24288261845045	0.848284295828102	0.403227325220738	Dim.27	In_2L_t	3R	inv	0.975679543839129	1
-15.3211795158354	32.9438289889407	-0.465069786544202	0.645354854676058	Dim.27	In_2R_Ns	3R	inv	0.975793833869054	1
154.160757417776	156.126091994798	0.987411876183464	0.331608064455122	Dim.27	In_3L_P	3R	inv	0.975679543839129	1
3.66746853534827	113.427074312706	0.032333272788448	0.974427789166287	Dim.27	In_3R_C	3R	inv	0.998780819836491	1
-2.0935190868052	44.5680265497616	-0.0469735648821632	0.962856295667157	Dim.27	In_3R_Mo	3R	inv	0.998780819836491	1
21.6621691801801	32.3584782046998	0.669443384918943	0.508507931300869	Dim.27	In_3R_Payne	3R	inv	0.975793833869054	1
-5.15743814163441	6.1233053870396	-0.84226374737907	0.406533143266304	Dim.28	In_2L_t	3R	inv	0.975679543839129	1
27.7076781356829	32.0167501441364	0.865411948775112	0.393915770844531	Dim.28	In_2R_Ns	3R	inv	0.975679543839129	1
-134.175146307367	153.654922478747	-0.87322387166559	0.389714612636742	Dim.28	In_3L_P	3R	inv	0.975679543839129	1
55.3285115650032	110.761928149277	0.499526439178954	0.621177471820274	Dim.28	In_3R_C	3R	inv	0.975793833869054	1
10.5074247358106	43.6649669691701	0.240637414044751	0.811529253435618	Dim.28	In_3R_Mo	3R	inv	0.996583349887132	1
44.3337898034658	30.8995977313136	1.43476915748123	0.162050194609697	Dim.28	In_3R_Payne	3R	inv	0.975679543839129	1
-10.1047710453892	5.4818921670635	-1.84329985658986	0.0755276919601497	Dim.29	In_2L_t	3R	inv	0.906332303521796	1
-12.7654747365331	30.22297768706	-0.422376473579527	0.67586548503879	Dim.29	In_2R_Ns	3R	inv	0.988433389513367	1
-91.4316490583018	144.531081223709	-0.632608905186153	0.531945833740089	Dim.29	In_3L_P	3R	inv	0.975793833869054	1
-76.5595110337916	103.01708655167	-0.743172939523889	0.463355453285259	Dim.29	In_3R_C	3R	inv	0.975793833869054	1
47.167490624901	39.9124020049731	1.18177529428131	0.246895215059616	Dim.29	In_3R_Mo	3R	inv	0.975679543839129	1
-27.6682297608344	29.4502527462588	-0.939490400955871	0.355238920935729	Dim.29	In_3R_Payne	3R	inv	0.975679543839129	1
-2.35973029019673	5.29070956982393	-0.446013953148303	0.65889956439654	Dim.30	In_2L_t	3R	inv	0.975793833869054	1
14.5872660577762	27.6441618304417	0.527679809836472	0.601736023184341	Dim.30	In_2R_Ns	3R	inv	0.975793833869054	1
63.0548047972194	132.820693411311	0.474736301834797	0.638530651088016	Dim.30	In_3L_P	3R	inv	0.975793833869054	1
-80.141150238908	94.1136523349648	-0.85153586382636	0.401448992100519	Dim.30	In_3R_C	3R	inv	0.975679543839129	1
-4.02616139846208	37.4320960462613	-0.107559068920059	0.915086166353108	Dim.30	In_3R_Mo	3R	inv	0.997807440940946	1
7.74486692793294	27.3532851958536	0.283142111540846	0.779079310615915	Dim.30	In_3R_Payne	3R	inv	0.996583349887132	1
0.0277140284535995	0.0615944197242255	0.449943819223926	0.656096398699217	Dim.1	MeanEC	3R	EC	0.88714297116242	1
0.0194145773260344	0.0503812879403443	0.385352937960278	0.702788084583581	Dim.2	MeanEC	3R	EC	0.88714297116242	1
-0.0169007089059409	0.0469541094626793	-0.35994099556662	0.721499424053578	Dim.3	MeanEC	3R	EC	0.88714297116242	1
-0.0272472021020573	0.0429402838997058	-0.634537073990886	0.530704786128814	Dim.4	MeanEC	3R	EC	0.88714297116242	1
-0.0780241471394691	0.0393151787701711	-1.98458075430823	0.0567244196590373	Dim.5	MeanEC	3R	EC	0.850866294885559	1
-0.00452938050948112	0.0415272060270615	-0.109070196211359	0.913898039005862	Dim.6	MeanEC	3R	EC	0.945411764488822	1
0.0370299525838845	0.0399632422982013	0.926600307041432	0.361781805954619	Dim.7	MeanEC	3R	EC	0.88714297116242	1
0.0262932016263846	0.0397557000386515	0.661369353346103	0.513596289107384	Dim.8	MeanEC	3R	EC	0.88714297116242	1
0.00210831190065668	0.0388155111949273	0.0543162214216107	0.957055695242812	Dim.9	MeanEC	3R	EC	0.957055695242812	1
0.0211957566587374	0.0379606348083285	0.558361491206861	0.580883421920581	Dim.10	MeanEC	3R	EC	0.88714297116242	1
-0.0245083969331553	0.0377838163711243	-0.648648000308551	0.52166971643828	Dim.11	MeanEC	3R	EC	0.88714297116242	1
0.0316902328916516	0.0372101863672604	0.851654774820867	0.401384051860903	Dim.12	MeanEC	3R	EC	0.88714297116242	1
