V1	V2	day_diff	year_diff	same.locale	same.season	pop1	pop2	samp1	samp2	comp.set
1	25	34	0	no	yes	Seeboden	South Queensferry	AT_See_14_44	UK_Sou_14_10	space.eu.w
2	3	17	0	no	yes	Chalet ð Gobet	Nicosia	CH_Cha_14_42	CY_Nic_14_11	space.eu.w
2	4	28	0	no	yes	Chalet ð Gobet	Broggingen	CH_Cha_14_42	DE_Bro_14_14	space.eu.w
2	5	35	0	no	yes	Chalet ð Gobet	Munich	CH_Cha_14_42	DE_Mun_14_31	space.eu.w
2	6	39	0	no	no	Chalet ð Gobet	Karensminde	CH_Cha_14_42	DK_Kar_14_39	space.eu.w
2	7	807	2	no	no	Chalet ð Gobet	Benalua	CH_Cha_14_42	ES_Ben_16_32	space.eu.w
2	8	380	1	no	yes	Chalet ð Gobet	Cortes de Baza	CH_Cha_14_42	ES_Cor_15_33	space.eu.w
2	9	339	1	no	yes	Chalet ð Gobet	Gimenells	CH_Cha_14_42	ES_Gim_15_30	space.eu.w
2	10	415	1	no	no	Chalet ð Gobet	Guadix	CH_Cha_14_42	ES_Gua_15_32	space.eu.w
2	11	768	2	no	yes	Chalet ð Gobet	Purullena. El Bejarðn (Guadix)	CH_Cha_14_42	ES_Pur_16_35	space.eu.w
2	12	441	1	no	no	Chalet ð Gobet	Tomelloso	CH_Cha_14_42	ES_Tom_15_28	space.eu.w
2	13	434	1	no	no	Chalet ð Gobet	Akaa	CH_Cha_14_42	FI_Aka_15_34	space.eu.w
2	14	2	0	no	yes	Chalet ð Gobet	Vesanto	CH_Cha_14_42	FI_Ves_14_38	space.eu.w
2	15	16	0	no	yes	Chalet ð Gobet	Gotheron	CH_Cha_14_42	FR_Got_14_08	space.eu.w
2	16	25	0	no	yes	Chalet ð Gobet	Viltain	CH_Cha_14_42	FR_Vil_14_05	space.eu.w
2	17	432	1	no	no	Chalet ð Gobet	Mezzocorona	CH_Cha_14_42	IT_Mez_15_43	space.eu.w
2	18	64	0	no	no	Chalet ð Gobet	Recarei	CH_Cha_14_42	PT_Rec_14_33	space.eu.w
2	19	7	0	no	yes	Chalet ð Gobet	Lund	CH_Cha_14_42	SE_Lun_14_30	space.eu.w
2	20	281	1	no	yes	Chalet ð Gobet	Yesiloz	CH_Cha_14_42	TR_Yes_15_3	space.eu.w
2	21	391	1	no	yes	Chalet ð Gobet	Dairsie. Fife	CH_Cha_14_42	UK_Dai_15_52	space.eu.w
2	22	88	0	no	no	Chalet ð Gobet	Lutterworth	CH_Cha_14_42	UK_Lut_14_13	space.eu.w
2	23	88	0	no	no	Chalet ð Gobet	Market Harborough	CH_Cha_14_42	UK_Mar_14_12	space.eu.w
2	24	437	1	no	no	Chalet ð Gobet	Sheffield	CH_Cha_14_42	UK_She_15_17	space.eu.w
2	25	10	0	no	yes	Chalet ð Gobet	South Queensferry	CH_Cha_14_42	UK_Sou_14_10	space.eu.w
3	4	45	0	no	yes	Nicosia	Broggingen	CY_Nic_14_11	DE_Bro_14_14	space.eu.w
3	5	52	0	no	yes	Nicosia	Munich	CY_Nic_14_11	DE_Mun_14_31	space.eu.w
3	6	22	0	no	no	Nicosia	Karensminde	CY_Nic_14_11	DK_Kar_14_39	space.eu.w
3	7	790	2	no	no	Nicosia	Benalua	CY_Nic_14_11	ES_Ben_16_32	space.eu.w
3	8	363	1	no	yes	Nicosia	Cortes de Baza	CY_Nic_14_11	ES_Cor_15_33	space.eu.w
3	9	322	1	no	yes	Nicosia	Gimenells	CY_Nic_14_11	ES_Gim_15_30	space.eu.w
3	10	398	1	no	no	Nicosia	Guadix	CY_Nic_14_11	ES_Gua_15_32	space.eu.w
3	11	751	2	no	yes	Nicosia	Purullena. El Bejarðn (Guadix)	CY_Nic_14_11	ES_Pur_16_35	space.eu.w
3	12	424	1	no	no	Nicosia	Tomelloso	CY_Nic_14_11	ES_Tom_15_28	space.eu.w
3	13	417	1	no	no	Nicosia	Akaa	CY_Nic_14_11	FI_Aka_15_34	space.eu.w
3	14	15	0	no	yes	Nicosia	Vesanto	CY_Nic_14_11	FI_Ves_14_38	space.eu.w
3	15	33	0	no	yes	Nicosia	Gotheron	CY_Nic_14_11	FR_Got_14_08	space.eu.w
3	16	8	0	no	yes	Nicosia	Viltain	CY_Nic_14_11	FR_Vil_14_05	space.eu.w
3	17	415	1	no	no	Nicosia	Mezzocorona	CY_Nic_14_11	IT_Mez_15_43	space.eu.w
3	18	47	0	no	no	Nicosia	Recarei	CY_Nic_14_11	PT_Rec_14_33	space.eu.w
3	19	10	0	no	yes	Nicosia	Lund	CY_Nic_14_11	SE_Lun_14_30	space.eu.w
3	20	264	1	no	yes	Nicosia	Yesiloz	CY_Nic_14_11	TR_Yes_15_3	space.eu.w
3	21	374	1	no	yes	Nicosia	Dairsie. Fife	CY_Nic_14_11	UK_Dai_15_52	space.eu.w
3	22	71	0	no	no	Nicosia	Lutterworth	CY_Nic_14_11	UK_Lut_14_13	space.eu.w
3	23	71	0	no	no	Nicosia	Market Harborough	CY_Nic_14_11	UK_Mar_14_12	space.eu.w
3	24	420	1	no	no	Nicosia	Sheffield	CY_Nic_14_11	UK_She_15_17	space.eu.w
3	25	27	0	no	yes	Nicosia	South Queensferry	CY_Nic_14_11	UK_Sou_14_10	space.eu.w
4	5	7	0	no	yes	Broggingen	Munich	DE_Bro_14_14	DE_Mun_14_31	space.eu.w
4	6	67	0	no	no	Broggingen	Karensminde	DE_Bro_14_14	DK_Kar_14_39	space.eu.w
4	7	835	2	no	no	Broggingen	Benalua	DE_Bro_14_14	ES_Ben_16_32	space.eu.w
4	8	408	1	no	yes	Broggingen	Cortes de Baza	DE_Bro_14_14	ES_Cor_15_33	space.eu.w
4	9	367	1	no	yes	Broggingen	Gimenells	DE_Bro_14_14	ES_Gim_15_30	space.eu.w
4	10	443	1	no	no	Broggingen	Guadix	DE_Bro_14_14	ES_Gua_15_32	space.eu.w
4	11	796	2	no	yes	Broggingen	Purullena. El Bejarðn (Guadix)	DE_Bro_14_14	ES_Pur_16_35	space.eu.w
4	12	469	1	no	no	Broggingen	Tomelloso	DE_Bro_14_14	ES_Tom_15_28	space.eu.w
4	13	462	1	no	no	Broggingen	Akaa	DE_Bro_14_14	FI_Aka_15_34	space.eu.w
4	14	30	0	no	yes	Broggingen	Vesanto	DE_Bro_14_14	FI_Ves_14_38	space.eu.w
4	15	12	0	no	yes	Broggingen	Gotheron	DE_Bro_14_14	FR_Got_14_08	space.eu.w
4	16	53	0	no	yes	Broggingen	Viltain	DE_Bro_14_14	FR_Vil_14_05	space.eu.w
4	17	460	1	no	no	Broggingen	Mezzocorona	DE_Bro_14_14	IT_Mez_15_43	space.eu.w
4	18	92	0	no	no	Broggingen	Recarei	DE_Bro_14_14	PT_Rec_14_33	space.eu.w
4	19	35	0	no	yes	Broggingen	Lund	DE_Bro_14_14	SE_Lun_14_30	space.eu.w
4	20	309	1	no	yes	Broggingen	Yesiloz	DE_Bro_14_14	TR_Yes_15_3	space.eu.w
4	21	419	1	no	yes	Broggingen	Dairsie. Fife	DE_Bro_14_14	UK_Dai_15_52	space.eu.w
4	22	116	0	no	no	Broggingen	Lutterworth	DE_Bro_14_14	UK_Lut_14_13	space.eu.w
4	23	116	0	no	no	Broggingen	Market Harborough	DE_Bro_14_14	UK_Mar_14_12	space.eu.w
4	24	465	1	no	no	Broggingen	Sheffield	DE_Bro_14_14	UK_She_15_17	space.eu.w
4	25	18	0	no	yes	Broggingen	South Queensferry	DE_Bro_14_14	UK_Sou_14_10	space.eu.w
5	6	74	0	no	no	Munich	Karensminde	DE_Mun_14_31	DK_Kar_14_39	space.eu.w
5	7	842	2	no	no	Munich	Benalua	DE_Mun_14_31	ES_Ben_16_32	space.eu.w
5	8	415	1	no	yes	Munich	Cortes de Baza	DE_Mun_14_31	ES_Cor_15_33	space.eu.w
5	9	374	1	no	yes	Munich	Gimenells	DE_Mun_14_31	ES_Gim_15_30	space.eu.w
5	10	450	1	no	no	Munich	Guadix	DE_Mun_14_31	ES_Gua_15_32	space.eu.w
5	11	803	2	no	yes	Munich	Purullena. El Bejarðn (Guadix)	DE_Mun_14_31	ES_Pur_16_35	space.eu.w
5	12	476	1	no	no	Munich	Tomelloso	DE_Mun_14_31	ES_Tom_15_28	space.eu.w
5	13	469	1	no	no	Munich	Akaa	DE_Mun_14_31	FI_Aka_15_34	space.eu.w
5	14	37	0	no	yes	Munich	Vesanto	DE_Mun_14_31	FI_Ves_14_38	space.eu.w
5	15	19	0	no	yes	Munich	Gotheron	DE_Mun_14_31	FR_Got_14_08	space.eu.w
5	16	60	0	no	yes	Munich	Viltain	DE_Mun_14_31	FR_Vil_14_05	space.eu.w
5	17	467	1	no	no	Munich	Mezzocorona	DE_Mun_14_31	IT_Mez_15_43	space.eu.w
5	18	99	0	no	no	Munich	Recarei	DE_Mun_14_31	PT_Rec_14_33	space.eu.w
5	19	42	0	no	yes	Munich	Lund	DE_Mun_14_31	SE_Lun_14_30	space.eu.w
5	20	316	1	no	yes	Munich	Yesiloz	DE_Mun_14_31	TR_Yes_15_3	space.eu.w
5	21	426	1	no	yes	Munich	Dairsie. Fife	DE_Mun_14_31	UK_Dai_15_52	space.eu.w
5	22	123	0	no	no	Munich	Lutterworth	DE_Mun_14_31	UK_Lut_14_13	space.eu.w
5	23	123	0	no	no	Munich	Market Harborough	DE_Mun_14_31	UK_Mar_14_12	space.eu.w
5	24	472	1	no	no	Munich	Sheffield	DE_Mun_14_31	UK_She_15_17	space.eu.w
5	25	25	0	no	yes	Munich	South Queensferry	DE_Mun_14_31	UK_Sou_14_10	space.eu.w
6	7	768	2	no	yes	Karensminde	Benalua	DK_Kar_14_39	ES_Ben_16_32	space.eu.w
6	8	341	1	no	no	Karensminde	Cortes de Baza	DK_Kar_14_39	ES_Cor_15_33	space.eu.w
6	9	300	1	no	no	Karensminde	Gimenells	DK_Kar_14_39	ES_Gim_15_30	space.eu.w
6	10	376	1	no	yes	Karensminde	Guadix	DK_Kar_14_39	ES_Gua_15_32	space.eu.w
6	11	729	2	no	no	Karensminde	Purullena. El Bejarðn (Guadix)	DK_Kar_14_39	ES_Pur_16_35	space.eu.w
6	12	402	1	no	yes	Karensminde	Tomelloso	DK_Kar_14_39	ES_Tom_15_28	space.eu.w
6	13	395	1	no	yes	Karensminde	Akaa	DK_Kar_14_39	FI_Aka_15_34	space.eu.w
6	14	37	0	no	no	Karensminde	Vesanto	DK_Kar_14_39	FI_Ves_14_38	space.eu.w
6	15	55	0	no	no	Karensminde	Gotheron	DK_Kar_14_39	FR_Got_14_08	space.eu.w
6	16	14	0	no	no	Karensminde	Viltain	DK_Kar_14_39	FR_Vil_14_05	space.eu.w
6	17	393	1	no	yes	Karensminde	Mezzocorona	DK_Kar_14_39	IT_Mez_15_43	space.eu.w
6	18	25	0	no	yes	Karensminde	Recarei	DK_Kar_14_39	PT_Rec_14_33	space.eu.w
6	19	32	0	no	no	Karensminde	Lund	DK_Kar_14_39	SE_Lun_14_30	space.eu.w
6	20	242	1	no	no	Karensminde	Yesiloz	DK_Kar_14_39	TR_Yes_15_3	space.eu.w
6	21	352	1	no	no	Karensminde	Dairsie. Fife	DK_Kar_14_39	UK_Dai_15_52	space.eu.w
6	22	49	0	no	yes	Karensminde	Lutterworth	DK_Kar_14_39	UK_Lut_14_13	space.eu.w
6	23	49	0	no	yes	Karensminde	Market Harborough	DK_Kar_14_39	UK_Mar_14_12	space.eu.w
6	24	398	1	no	yes	Karensminde	Sheffield	DK_Kar_14_39	UK_She_15_17	space.eu.w
6	25	49	0	no	no	Karensminde	South Queensferry	DK_Kar_14_39	UK_Sou_14_10	space.eu.w
7	8	427	1	no	no	Benalua	Cortes de Baza	ES_Ben_16_32	ES_Cor_15_33	space.eu.w
7	9	468	1	no	no	Benalua	Gimenells	ES_Ben_16_32	ES_Gim_15_30	space.eu.w
7	10	392	1	no	yes	Benalua	Guadix	ES_Ben_16_32	ES_Gua_15_32	space.eu.w
7	11	39	0	no	no	Benalua	Purullena. El Bejarðn (Guadix)	ES_Ben_16_32	ES_Pur_16_35	space.eu.w
7	12	366	1	no	yes	Benalua	Tomelloso	ES_Ben_16_32	ES_Tom_15_28	space.eu.w
7	13	373	1	no	yes	Benalua	Akaa	ES_Ben_16_32	FI_Aka_15_34	space.eu.w
7	14	805	2	no	no	Benalua	Vesanto	ES_Ben_16_32	FI_Ves_14_38	space.eu.w
7	15	823	2	no	no	Benalua	Gotheron	ES_Ben_16_32	FR_Got_14_08	space.eu.w
7	16	782	2	no	no	Benalua	Viltain	ES_Ben_16_32	FR_Vil_14_05	space.eu.w
7	17	375	1	no	yes	Benalua	Mezzocorona	ES_Ben_16_32	IT_Mez_15_43	space.eu.w
7	18	743	2	no	yes	Benalua	Recarei	ES_Ben_16_32	PT_Rec_14_33	space.eu.w
7	19	800	2	no	no	Benalua	Lund	ES_Ben_16_32	SE_Lun_14_30	space.eu.w
7	20	526	1	no	no	Benalua	Yesiloz	ES_Ben_16_32	TR_Yes_15_3	space.eu.w
7	21	416	1	no	no	Benalua	Dairsie. Fife	ES_Ben_16_32	UK_Dai_15_52	space.eu.w
7	22	719	2	no	yes	Benalua	Lutterworth	ES_Ben_16_32	UK_Lut_14_13	space.eu.w
7	23	719	2	no	yes	Benalua	Market Harborough	ES_Ben_16_32	UK_Mar_14_12	space.eu.w
7	24	370	1	no	yes	Benalua	Sheffield	ES_Ben_16_32	UK_She_15_17	space.eu.w
7	25	817	2	no	no	Benalua	South Queensferry	ES_Ben_16_32	UK_Sou_14_10	space.eu.w
8	9	41	0	no	yes	Cortes de Baza	Gimenells	ES_Cor_15_33	ES_Gim_15_30	space.eu.w
8	10	35	0	no	no	Cortes de Baza	Guadix	ES_Cor_15_33	ES_Gua_15_32	space.eu.w
8	11	388	1	no	yes	Cortes de Baza	Purullena. El Bejarðn (Guadix)	ES_Cor_15_33	ES_Pur_16_35	space.eu.w
8	12	61	0	no	no	Cortes de Baza	Tomelloso	ES_Cor_15_33	ES_Tom_15_28	space.eu.w
8	13	54	0	no	no	Cortes de Baza	Akaa	ES_Cor_15_33	FI_Aka_15_34	space.eu.w
8	14	378	1	no	yes	Cortes de Baza	Vesanto	ES_Cor_15_33	FI_Ves_14_38	space.eu.w
8	15	396	1	no	yes	Cortes de Baza	Gotheron	ES_Cor_15_33	FR_Got_14_08	space.eu.w
8	16	355	1	no	yes	Cortes de Baza	Viltain	ES_Cor_15_33	FR_Vil_14_05	space.eu.w
8	17	52	0	no	no	Cortes de Baza	Mezzocorona	ES_Cor_15_33	IT_Mez_15_43	space.eu.w
8	18	316	1	no	no	Cortes de Baza	Recarei	ES_Cor_15_33	PT_Rec_14_33	space.eu.w
8	19	373	1	no	yes	Cortes de Baza	Lund	ES_Cor_15_33	SE_Lun_14_30	space.eu.w
8	20	99	0	no	yes	Cortes de Baza	Yesiloz	ES_Cor_15_33	TR_Yes_15_3	space.eu.w
8	21	11	0	no	yes	Cortes de Baza	Dairsie. Fife	ES_Cor_15_33	UK_Dai_15_52	space.eu.w
8	22	292	1	no	no	Cortes de Baza	Lutterworth	ES_Cor_15_33	UK_Lut_14_13	space.eu.w
8	23	292	1	no	no	Cortes de Baza	Market Harborough	ES_Cor_15_33	UK_Mar_14_12	space.eu.w
8	24	57	0	no	no	Cortes de Baza	Sheffield	ES_Cor_15_33	UK_She_15_17	space.eu.w
8	25	390	1	no	yes	Cortes de Baza	South Queensferry	ES_Cor_15_33	UK_Sou_14_10	space.eu.w
9	10	76	0	no	no	Gimenells	Guadix	ES_Gim_15_30	ES_Gua_15_32	space.eu.w
9	11	429	1	no	yes	Gimenells	Purullena. El Bejarðn (Guadix)	ES_Gim_15_30	ES_Pur_16_35	space.eu.w
9	12	102	0	no	no	Gimenells	Tomelloso	ES_Gim_15_30	ES_Tom_15_28	space.eu.w
9	13	95	0	no	no	Gimenells	Akaa	ES_Gim_15_30	FI_Aka_15_34	space.eu.w
9	14	337	1	no	yes	Gimenells	Vesanto	ES_Gim_15_30	FI_Ves_14_38	space.eu.w
9	15	355	1	no	yes	Gimenells	Gotheron	ES_Gim_15_30	FR_Got_14_08	space.eu.w
9	16	314	1	no	yes	Gimenells	Viltain	ES_Gim_15_30	FR_Vil_14_05	space.eu.w
9	17	93	0	no	no	Gimenells	Mezzocorona	ES_Gim_15_30	IT_Mez_15_43	space.eu.w
9	18	275	1	no	no	Gimenells	Recarei	ES_Gim_15_30	PT_Rec_14_33	space.eu.w
9	19	332	1	no	yes	Gimenells	Lund	ES_Gim_15_30	SE_Lun_14_30	space.eu.w
9	20	58	0	no	yes	Gimenells	Yesiloz	ES_Gim_15_30	TR_Yes_15_3	space.eu.w
9	21	52	0	no	yes	Gimenells	Dairsie. Fife	ES_Gim_15_30	UK_Dai_15_52	space.eu.w
9	22	251	1	no	no	Gimenells	Lutterworth	ES_Gim_15_30	UK_Lut_14_13	space.eu.w
9	23	251	1	no	no	Gimenells	Market Harborough	ES_Gim_15_30	UK_Mar_14_12	space.eu.w
9	24	98	0	no	no	Gimenells	Sheffield	ES_Gim_15_30	UK_She_15_17	space.eu.w
9	25	349	1	no	yes	Gimenells	South Queensferry	ES_Gim_15_30	UK_Sou_14_10	space.eu.w
10	11	353	1	no	no	Guadix	Purullena. El Bejarðn (Guadix)	ES_Gua_15_32	ES_Pur_16_35	space.eu.w
10	12	26	0	no	yes	Guadix	Tomelloso	ES_Gua_15_32	ES_Tom_15_28	space.eu.w
10	13	19	0	no	yes	Guadix	Akaa	ES_Gua_15_32	FI_Aka_15_34	space.eu.w
10	14	413	1	no	no	Guadix	Vesanto	ES_Gua_15_32	FI_Ves_14_38	space.eu.w
10	15	431	1	no	no	Guadix	Gotheron	ES_Gua_15_32	FR_Got_14_08	space.eu.w
10	16	390	1	no	no	Guadix	Viltain	ES_Gua_15_32	FR_Vil_14_05	space.eu.w
10	17	17	0	no	yes	Guadix	Mezzocorona	ES_Gua_15_32	IT_Mez_15_43	space.eu.w
10	18	351	1	no	yes	Guadix	Recarei	ES_Gua_15_32	PT_Rec_14_33	space.eu.w
10	19	408	1	no	no	Guadix	Lund	ES_Gua_15_32	SE_Lun_14_30	space.eu.w
10	20	134	0	no	no	Guadix	Yesiloz	ES_Gua_15_32	TR_Yes_15_3	space.eu.w
10	21	24	0	no	no	Guadix	Dairsie. Fife	ES_Gua_15_32	UK_Dai_15_52	space.eu.w
10	22	327	1	no	yes	Guadix	Lutterworth	ES_Gua_15_32	UK_Lut_14_13	space.eu.w
10	23	327	1	no	yes	Guadix	Market Harborough	ES_Gua_15_32	UK_Mar_14_12	space.eu.w
10	24	22	0	no	yes	Guadix	Sheffield	ES_Gua_15_32	UK_She_15_17	space.eu.w
10	25	425	1	no	no	Guadix	South Queensferry	ES_Gua_15_32	UK_Sou_14_10	space.eu.w
11	12	327	1	no	no	Purullena. El Bejarðn (Guadix)	Tomelloso	ES_Pur_16_35	ES_Tom_15_28	space.eu.w
11	13	334	1	no	no	Purullena. El Bejarðn (Guadix)	Akaa	ES_Pur_16_35	FI_Aka_15_34	space.eu.w
11	14	766	2	no	yes	Purullena. El Bejarðn (Guadix)	Vesanto	ES_Pur_16_35	FI_Ves_14_38	space.eu.w
11	15	784	2	no	yes	Purullena. El Bejarðn (Guadix)	Gotheron	ES_Pur_16_35	FR_Got_14_08	space.eu.w
11	16	743	2	no	yes	Purullena. El Bejarðn (Guadix)	Viltain	ES_Pur_16_35	FR_Vil_14_05	space.eu.w
11	17	336	1	no	no	Purullena. El Bejarðn (Guadix)	Mezzocorona	ES_Pur_16_35	IT_Mez_15_43	space.eu.w
11	18	704	2	no	no	Purullena. El Bejarðn (Guadix)	Recarei	ES_Pur_16_35	PT_Rec_14_33	space.eu.w
11	19	761	2	no	yes	Purullena. El Bejarðn (Guadix)	Lund	ES_Pur_16_35	SE_Lun_14_30	space.eu.w
11	20	487	1	no	yes	Purullena. El Bejarðn (Guadix)	Yesiloz	ES_Pur_16_35	TR_Yes_15_3	space.eu.w
11	21	377	1	no	yes	Purullena. El Bejarðn (Guadix)	Dairsie. Fife	ES_Pur_16_35	UK_Dai_15_52	space.eu.w
11	22	680	2	no	no	Purullena. El Bejarðn (Guadix)	Lutterworth	ES_Pur_16_35	UK_Lut_14_13	space.eu.w
11	23	680	2	no	no	Purullena. El Bejarðn (Guadix)	Market Harborough	ES_Pur_16_35	UK_Mar_14_12	space.eu.w
11	24	331	1	no	no	Purullena. El Bejarðn (Guadix)	Sheffield	ES_Pur_16_35	UK_She_15_17	space.eu.w
11	25	778	2	no	yes	Purullena. El Bejarðn (Guadix)	South Queensferry	ES_Pur_16_35	UK_Sou_14_10	space.eu.w
12	13	7	0	no	yes	Tomelloso	Akaa	ES_Tom_15_28	FI_Aka_15_34	space.eu.w
12	14	439	1	no	no	Tomelloso	Vesanto	ES_Tom_15_28	FI_Ves_14_38	space.eu.w
12	15	457	1	no	no	Tomelloso	Gotheron	ES_Tom_15_28	FR_Got_14_08	space.eu.w
12	16	416	1	no	no	Tomelloso	Viltain	ES_Tom_15_28	FR_Vil_14_05	space.eu.w
12	17	9	0	no	yes	Tomelloso	Mezzocorona	ES_Tom_15_28	IT_Mez_15_43	space.eu.w
12	18	377	1	no	yes	Tomelloso	Recarei	ES_Tom_15_28	PT_Rec_14_33	space.eu.w
12	19	434	1	no	no	Tomelloso	Lund	ES_Tom_15_28	SE_Lun_14_30	space.eu.w
12	20	160	0	no	no	Tomelloso	Yesiloz	ES_Tom_15_28	TR_Yes_15_3	space.eu.w
12	21	50	0	no	no	Tomelloso	Dairsie. Fife	ES_Tom_15_28	UK_Dai_15_52	space.eu.w
12	22	353	1	no	yes	Tomelloso	Lutterworth	ES_Tom_15_28	UK_Lut_14_13	space.eu.w
12	23	353	1	no	yes	Tomelloso	Market Harborough	ES_Tom_15_28	UK_Mar_14_12	space.eu.w
12	24	4	0	no	yes	Tomelloso	Sheffield	ES_Tom_15_28	UK_She_15_17	space.eu.w
12	25	451	1	no	no	Tomelloso	South Queensferry	ES_Tom_15_28	UK_Sou_14_10	space.eu.w
13	14	432	1	no	no	Akaa	Vesanto	FI_Aka_15_34	FI_Ves_14_38	space.eu.w
13	15	450	1	no	no	Akaa	Gotheron	FI_Aka_15_34	FR_Got_14_08	space.eu.w
13	16	409	1	no	no	Akaa	Viltain	FI_Aka_15_34	FR_Vil_14_05	space.eu.w
13	17	2	0	no	yes	Akaa	Mezzocorona	FI_Aka_15_34	IT_Mez_15_43	space.eu.w
13	18	370	1	no	yes	Akaa	Recarei	FI_Aka_15_34	PT_Rec_14_33	space.eu.w
13	19	427	1	no	no	Akaa	Lund	FI_Aka_15_34	SE_Lun_14_30	space.eu.w
13	20	153	0	no	no	Akaa	Yesiloz	FI_Aka_15_34	TR_Yes_15_3	space.eu.w
13	21	43	0	no	no	Akaa	Dairsie. Fife	FI_Aka_15_34	UK_Dai_15_52	space.eu.w
13	22	346	1	no	yes	Akaa	Lutterworth	FI_Aka_15_34	UK_Lut_14_13	space.eu.w
13	23	346	1	no	yes	Akaa	Market Harborough	FI_Aka_15_34	UK_Mar_14_12	space.eu.w
13	24	3	0	no	yes	Akaa	Sheffield	FI_Aka_15_34	UK_She_15_17	space.eu.w
13	25	444	1	no	no	Akaa	South Queensferry	FI_Aka_15_34	UK_Sou_14_10	space.eu.w
14	15	18	0	no	yes	Vesanto	Gotheron	FI_Ves_14_38	FR_Got_14_08	space.eu.w
14	16	23	0	no	yes	Vesanto	Viltain	FI_Ves_14_38	FR_Vil_14_05	space.eu.w
14	17	430	1	no	no	Vesanto	Mezzocorona	FI_Ves_14_38	IT_Mez_15_43	space.eu.w
14	18	62	0	no	no	Vesanto	Recarei	FI_Ves_14_38	PT_Rec_14_33	space.eu.w
14	19	5	0	no	yes	Vesanto	Lund	FI_Ves_14_38	SE_Lun_14_30	space.eu.w
14	20	279	1	no	yes	Vesanto	Yesiloz	FI_Ves_14_38	TR_Yes_15_3	space.eu.w
14	21	389	1	no	yes	Vesanto	Dairsie. Fife	FI_Ves_14_38	UK_Dai_15_52	space.eu.w
14	22	86	0	no	no	Vesanto	Lutterworth	FI_Ves_14_38	UK_Lut_14_13	space.eu.w
14	23	86	0	no	no	Vesanto	Market Harborough	FI_Ves_14_38	UK_Mar_14_12	space.eu.w
14	24	435	1	no	no	Vesanto	Sheffield	FI_Ves_14_38	UK_She_15_17	space.eu.w
14	25	12	0	no	yes	Vesanto	South Queensferry	FI_Ves_14_38	UK_Sou_14_10	space.eu.w
15	16	41	0	no	yes	Gotheron	Viltain	FR_Got_14_08	FR_Vil_14_05	space.eu.w
15	17	448	1	no	no	Gotheron	Mezzocorona	FR_Got_14_08	IT_Mez_15_43	space.eu.w
15	18	80	0	no	no	Gotheron	Recarei	FR_Got_14_08	PT_Rec_14_33	space.eu.w
15	19	23	0	no	yes	Gotheron	Lund	FR_Got_14_08	SE_Lun_14_30	space.eu.w
15	20	297	1	no	yes	Gotheron	Yesiloz	FR_Got_14_08	TR_Yes_15_3	space.eu.w
15	21	407	1	no	yes	Gotheron	Dairsie. Fife	FR_Got_14_08	UK_Dai_15_52	space.eu.w
15	22	104	0	no	no	Gotheron	Lutterworth	FR_Got_14_08	UK_Lut_14_13	space.eu.w
15	23	104	0	no	no	Gotheron	Market Harborough	FR_Got_14_08	UK_Mar_14_12	space.eu.w
15	24	453	1	no	no	Gotheron	Sheffield	FR_Got_14_08	UK_She_15_17	space.eu.w
15	25	6	0	no	yes	Gotheron	South Queensferry	FR_Got_14_08	UK_Sou_14_10	space.eu.w
16	17	407	1	no	no	Viltain	Mezzocorona	FR_Vil_14_05	IT_Mez_15_43	space.eu.w
16	18	39	0	no	no	Viltain	Recarei	FR_Vil_14_05	PT_Rec_14_33	space.eu.w
16	19	18	0	no	yes	Viltain	Lund	FR_Vil_14_05	SE_Lun_14_30	space.eu.w
16	20	256	1	no	yes	Viltain	Yesiloz	FR_Vil_14_05	TR_Yes_15_3	space.eu.w
16	21	366	1	no	yes	Viltain	Dairsie. Fife	FR_Vil_14_05	UK_Dai_15_52	space.eu.w
16	22	63	0	no	no	Viltain	Lutterworth	FR_Vil_14_05	UK_Lut_14_13	space.eu.w
16	23	63	0	no	no	Viltain	Market Harborough	FR_Vil_14_05	UK_Mar_14_12	space.eu.w
16	24	412	1	no	no	Viltain	Sheffield	FR_Vil_14_05	UK_She_15_17	space.eu.w
16	25	35	0	no	yes	Viltain	South Queensferry	FR_Vil_14_05	UK_Sou_14_10	space.eu.w
17	18	368	1	no	yes	Mezzocorona	Recarei	IT_Mez_15_43	PT_Rec_14_33	space.eu.w
17	19	425	1	no	no	Mezzocorona	Lund	IT_Mez_15_43	SE_Lun_14_30	space.eu.w
17	20	151	0	no	no	Mezzocorona	Yesiloz	IT_Mez_15_43	TR_Yes_15_3	space.eu.w
17	21	41	0	no	no	Mezzocorona	Dairsie. Fife	IT_Mez_15_43	UK_Dai_15_52	space.eu.w
17	22	344	1	no	yes	Mezzocorona	Lutterworth	IT_Mez_15_43	UK_Lut_14_13	space.eu.w
17	23	344	1	no	yes	Mezzocorona	Market Harborough	IT_Mez_15_43	UK_Mar_14_12	space.eu.w
17	24	5	0	no	yes	Mezzocorona	Sheffield	IT_Mez_15_43	UK_She_15_17	space.eu.w
17	25	442	1	no	no	Mezzocorona	South Queensferry	IT_Mez_15_43	UK_Sou_14_10	space.eu.w
18	19	57	0	no	no	Recarei	Lund	PT_Rec_14_33	SE_Lun_14_30	space.eu.w
18	20	217	1	no	no	Recarei	Yesiloz	PT_Rec_14_33	TR_Yes_15_3	space.eu.w
18	21	327	1	no	no	Recarei	Dairsie. Fife	PT_Rec_14_33	UK_Dai_15_52	space.eu.w
